label,genre
1040_1.wav,Pop
1229.wav,Pop
576_2.wav,Pop
1430_2.wav,Pop
454_1.wav,Pop
1462_2.wav,Pop
969.wav,Pop
605.wav,Pop
526.wav,Pop
616_1.wav,Pop
1145_1.wav,Pop
1387_2.wav,Pop
1305.wav,Pop
1730_1.wav,Pop
1188.wav,Pop
1174.wav,Pop
1115.wav,Pop
961.wav,Pop
854_1.wav,Pop
1871.wav,Pop
245.wav,Pop
1098_1.wav,Pop
1046_1.wav,Pop
655.wav,Pop
20.wav,Pop
644.wav,Pop
1151.wav,Pop
119_1.wav,Pop
1482_1.wav,Pop
373.wav,Pop
1285.wav,Pop
1153.wav,Pop
441_1.wav,Pop
951.wav,Pop
867_1.wav,Pop
1717.wav,Pop
1569_1.wav,Pop
1420_2.wav,Pop
1454_1.wav,Pop
594.wav,Pop
1521.wav,Pop
1815.wav,Pop
39_1.wav,Pop
1230.wav,Pop
124_1.wav,Pop
204_1.wav,Pop
780.wav,Pop
1312.wav,Pop
1050.wav,Pop
1062.wav,Pop
457.wav,Pop
1656.wav,Pop
820_2.wav,Pop
921_1.wav,Pop
1599_1.wav,Pop
827.wav,Pop
1877_1.wav,Pop
186.wav,Pop
84_1.wav,Pop
230_1.wav,Pop
958_1.wav,Pop
150.wav,Pop
1247_1.wav,Pop
983.wav,Pop
52_1.wav,Pop
228_1.wav,Pop
1324.wav,Pop
323_1.wav,Pop
335_1.wav,Pop
1840_1.wav,Pop
614.wav,Pop
406_1.wav,Pop
851_3.wav,Pop
274_1.wav,Pop
180_1.wav,Pop
2.wav,Pop
413.wav,Pop
412_2.wav,Pop
218.wav,Pop
157_1.wav,Pop
91_2.wav,Pop
1639_2.wav,Pop
1887_1.wav,Pop
229.wav,Pop
1417.wav,Pop
718_1.wav,Pop
1163.wav,Pop
1812.wav,Pop
1566.wav,Pop
1673_3.wav,Pop
1759.wav,Pop
1478_2.wav,Pop
1558.wav,Pop
1017_2.wav,Pop
1_1.wav,Pop
199.wav,Pop
737_1.wav,Pop
631_2.wav,Pop
798.wav,Pop
125_2.wav,Pop
1632_2.wav,Pop
1527.wav,Pop
1863_1.wav,Pop
22.wav,Pop
1013_2.wav,Pop
501_1.wav,Pop
934_1.wav,Pop
1905.wav,Pop
980_1.wav,Pop
627_1.wav,Pop
1879.wav,Pop
1550.wav,Pop
1014.wav,Pop
646_1.wav,Pop
1792.wav,Pop
705_1.wav,Pop
1538_1.wav,Pop
334.wav,Pop
1424.wav,Pop
702_1.wav,Pop
1010.wav,Pop
244.wav,Pop
1688_2.wav,Pop
1346.wav,Pop
1758_1.wav,Rock
905_2.wav,Rock
312_1.wav,Rock
1804.wav,Rock
1726.wav,Rock
1459_1.wav,Rock
13_1.wav,Rock
598.wav,Rock
638.wav,Rock
47_1.wav,Rock
1717_1.wav,Rock
806.wav,Rock
1696_1.wav,Rock
1404.wav,Rock
1483_1.wav,Rock
1144_1.wav,Rock
1777.wav,Rock
431_2.wav,Rock
144_1.wav,Rock
231.wav,Rock
689.wav,Rock
754_1.wav,Rock
957_2.wav,Rock
409.wav,Rock
768_1.wav,Rock
559_2.wav,Rock
541_1.wav,Rock
15.wav,Rock
1523_1.wav,Rock
475_1.wav,Rock
649.wav,Rock
26.wav,Rock
770_1.wav,Rock
1494.wav,Rock
176.wav,Rock
1345.wav,Rock
852_2.wav,Rock
1124.wav,Rock
1334_1.wav,Rock
125_3.wav,Rock
1532_1.wav,Rock
1201.wav,Rock
453_1.wav,Rock
1838.wav,Rock
418_1.wav,Rock
1833.wav,Rock
150_1.wav,Rock
570_1.wav,Rock
427_1.wav,Rock
1905_1.wav,Rock
1344.wav,Rock
159_2.wav,Rock
1033_2.wav,Rock
1279.wav,Rock
109.wav,Rock
265.wav,Rock
1039.wav,Rock
1340_2.wav,Rock
1187.wav,Rock
1518.wav,Rock
1495_3.wav,Rock
1229_1.wav,Rock
1806.wav,Rock
62.wav,Rock
1012_1.wav,Rock
1427_1.wav,Rock
1164.wav,Rock
1276.wav,Rock
1025.wav,Rock
1908.wav,Rock
1399_1.wav,Rock
1629_1.wav,Rock
1773.wav,Rock
1573.wav,Rock
728.wav,Rock
753.wav,Rock
198.wav,Rock
1683_1.wav,Rock
1853_1.wav,Rock
564_1.wav,Rock
738.wav,Rock
1056.wav,Rock
1607.wav,Rock
1146.wav,Rock
834.wav,Rock
663.wav,Rock
1268_1.wav,Rock
1100.wav,Rock
149.wav,Rock
709.wav,Rock
1721_1.wav,Rock
113_2.wav,Rock
280.wav,Rock
1865_1.wav,Rock
1332_1.wav,Rock
1352.wav,Rock
930_1.wav,Rock
830.wav,Rock
146.wav,Rock
786_2.wav,Rock
1701_1.wav,Rock
1020.wav,Rock
1222.wav,Rock
696_1.wav,Rock
597_1.wav,Rock
1457.wav,Rock
1708.wav,Rock
700_3.wav,Rock
1815_1.wav,Rock
1454_2.wav,Rock
639_1.wav,Rock
106.wav,Rock
1365_1.wav,Rock
1848_1.wav,Rock
634_1.wav,Rock
70.wav,Rock
1171_1.wav,Rock
24.wav,Rock
506.wav,Rock
1382.wav,Rock
1870_1.wav,Rock
1715_2.wav,Rock
535_3.wav,Rock
1574.wav,Rock
1594.wav,Rock
1290.wav,Rock
439.wav,Rock
621.wav,Rock
1076_1.wav,Rock
652.wav,Rock
292_1.wav,Rock
239_3.wav,Rock
1223.wav,Rock
1465.wav,Rock
1886.wav,Rock
456.wav,Rock
1549.wav,Rock
1364.wav,Rock
1663_1.wav,Rock
915_1.wav,Rock
1094.wav,Rock
871.wav,Rock
508.wav,Rock
140.wav,Rock
1206_1.wav,Rock
1433.wav,Rock
446.wav,Rock
18.wav,Rock
1597.wav,Rock
1306_2.wav,Rock
743_2.wav,Rock
1507_2.wav,Rock
357.wav,Rock
1219_1.wav,Rock
1728.wav,Rock
734.wav,Rock
1446.wav,Rock
1014_1.wav,Rock
350_1.wav,Rock
723_1.wav,Rock
552_1.wav,Rock
1875_1.wav,Rock
548_2.wav,Rock
379_1.wav,Rock
1284.wav,Rock
1163_1.wav,Rock
1289_1.wav,Rock
20_1.wav,Rock
1167_2.wav,Rock
543_3.wav,Rock
419_1.wav,Rock
1622.wav,Rock
996.wav,Rock
68_1.wav,Rock
1108_1.wav,Rock
1654_1.wav,Rock
468.wav,Rock
1282_1.wav,Rock
572_1.wav,Rock
268_2.wav,Rock
1196_1.wav,Rock
123.wav,Rock
1899.wav,Rock
1582_2.wav,Rock
308.wav,Rock
732_1.wav,Rock
674_3.wav,Rock
1639_3.wav,Rock
764.wav,Rock
923_2.wav,Rock
1807_1.wav,Rock
