audio_file_stem,lyric_file_stem,quadrant,genres,popular_genre,label
MT0002675791,MT0002675791,Q4,"Country,Pop/Rock,Vocal",Pop/Rock,0
MT0002698706,MT0002698706,Q1,"Pop/Rock,Vocal",Pop/Rock,0
MT0002698827,MT0002698827,Q4,"Country,Pop/Rock,Religious",Pop/Rock,0
MT0002700026,MT0002700026,Q1,"Latin,Pop/Rock",Pop/Rock,0
MT0002711792,MT0002711792,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0002760912,MT0002760912,Q3,Electronic,Electronic,5
MT0002762445,MT0002762445,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0002771537,MT0002771537,Q3,R&B,R&B,3
MT0002803746,MT0002803746,Q4,"Jazz,Vocal",Jazz,2
MT0002810052,MT0002810052,Q2,Pop/Rock,Pop/Rock,0
MT0002840704,MT0002840704,Q1,"Electronic,Rap",Electronic,5
MT0002844771,MT0002844771,Q3,"Country,Electronic,Pop/Rock",Pop/Rock,0
MT0002846256,MT0002846256,Q4,"Children's,Pop/Rock",Pop/Rock,0
MT0002858390,MT0002858390,Q4,"Holiday,Jazz,Vocal",Jazz,2
MT0002859848,MT0002859848,Q4,New Age,New Age,15
MT0002903697,MT0002903697,Q4,Pop/Rock,Pop/Rock,0
MT0002905185,MT0002905185,Q3,Blues,Blues,7
MT0002907679,MT0002907679,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0002909109,MT0002909109,Q1,R&B,R&B,3
MT0002915967,MT0002915967,Q3,"Jazz,Vocal",Jazz,2
MT0002928993,MT0002928993,Q3,"Blues,R&B",R&B,3
MT0002949712,MT0002949712,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0002951872,MT0002951872,Q1,"Blues,Pop/Rock",Pop/Rock,0
MT0002960288,MT0002960288,Q4,"Country,Religious",Country,1
MT0002969144,MT0002969144,Q4,"Jazz,Vocal",Jazz,2
MT0002980543,MT0002980543,Q4,"Electronic,Folk,Pop/Rock",Pop/Rock,0
MT0002999366,MT0002999366,Q1,"Blues,Pop/Rock",Pop/Rock,0
MT0003008724,MT0003008724,Q2,Pop/Rock,Pop/Rock,0
MT0003025046,MT0003025046,Q4,"Children's,Pop/Rock",Pop/Rock,0
MT0003025373,MT0003025373,Q1,"Electronic,Jazz",Electronic,5
MT0003025883,MT0003025883,Q4,"Jazz,Vocal",Jazz,2
MT0003028265,MT0003028265,Q4,Reggae,Reggae,8
MT0003037754,MT0003037754,Q3,Pop/Rock,Pop/Rock,0
MT0003044417,MT0003044417,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0003081304,MT0003081304,Q4,Rap,Rap,4
MT0003085925,MT0003085925,Q1,R&B,R&B,3
MT0003094118,MT0003094118,Q2,Rap,Rap,4
MT0003102331,MT0003102331,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0003106472,MT0003106472,Q2,Rap,Rap,4
A018,L068,Q3,"Vocal Jazz,Jazz",Jazz,2
MT0003124476,MT0003124476,Q2,Pop/Rock,Pop/Rock,0
MT0003131435,MT0003131435,Q1,"Adult Contemporary,Quiet Storm,R&B,Urban,Soft Rock,Pop/Rock",Pop/Rock,0
MT0003175531,MT0003175531,Q1,Pop/Rock,Pop/Rock,0
MT0003189890,MT0003189890,Q3,"Blues,R&B",R&B,3
MT0003213617,MT0003213617,Q4,"Blues,R&B",R&B,3
MT0003213835,MT0003213835,Q1,"Electronic,Reggae",Electronic,5
MT0003224500,MT0003224500,Q2,"Pop/Rock,Stage & Screen",Pop/Rock,0
MT0003228768,MT0003228768,Q4,Blues,Blues,7
MT0003246728,MT0003246728,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0003248394,MT0003248394,Q1,"Holiday,R&B",R&B,3
MT0003262589,MT0003262589,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0003263304,MT0003263304,Q3,"Blues,Pop/Rock",Pop/Rock,0
MT0003264792,MT0003264792,Q4,"R&B,Rap",R&B,3
MT0003274067,MT0003274067,Q3,Pop/Rock,Pop/Rock,0
MT0003280103,MT0003280103,Q4,"Country,Folk",Country,1
MT0003286463,MT0003286463,Q1,"Electronic,Rap",Electronic,5
MT0003287170,MT0003287170,Q4,"Southern Gospel,Black Gospel,Traditional Gospel,Gospel,Religious",Religious,9
MT0003294608,MT0003294608,Q2,Pop/Rock,Pop/Rock,0
MT0003309945,MT0003309945,Q2,Pop/Rock,Pop/Rock,0
MT0003315880,MT0003315880,Q2,Pop/Rock,Pop/Rock,0
MT0003320924,MT0003320924,Q3,Blues,Blues,7
MT0003326925,MT0003326925,Q2,Pop/Rock,Pop/Rock,0
A143-72,L033-72,Q3,"Alternative/Indie Rock,Pop/Rock,Adult Alternative Pop/Rock",Pop/Rock,0
MT0003328491,MT0003328491,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0003329820,MT0003329820,Q1,"Jazz,Pop/Rock,Vocal",Pop/Rock,0
MT0003336800,MT0003336800,Q2,Pop/Rock,Pop/Rock,0
MT0003337396,MT0003337396,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0003345751,MT0003345751,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0003353602,MT0003353602,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0003353794,MT0003353794,Q3,Country,Country,1
MT0003354468,MT0003354468,Q4,"Country,Holiday",Country,1
MT0003362617,MT0003362617,Q3,Country,Country,1
MT0003402178,MT0003402178,Q4,International,International,10
MT0003402994,MT0003402994,Q1,"Electronic,R&B",Electronic,5
MT0003421433,MT0003421433,Q4,R&B,R&B,3
MT0003428477,MT0003428477,Q4,"Jazz,Vocal",Jazz,2
MT0003435704,MT0003435704,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0003440957,MT0003440957,Q1,"Glam Rock,Proto-Punk,Pop/Rock,Hard Rock",Pop/Rock,0
MT0003462877,MT0003462877,Q2,Pop/Rock,Pop/Rock,0
MT0003473344,MT0003473344,Q4,Stage & Screen,Stage & Screen,13
MT0003482336,MT0003482336,Q2,Pop/Rock,Pop/Rock,0
MT0003496132,MT0003496132,Q2,Pop/Rock,Pop/Rock,0
MT0003503243,MT0003503243,Q2,Pop/Rock,Pop/Rock,0
MT0003504525,MT0003504525,Q3,Rap,Rap,4
A081-67,L131-67,Q3,"Alternative Pop/Rock,Alternative/Indie Rock,Britpop,Pop/Rock",Pop/Rock,0
MT0003517837,MT0003517837,Q4,Pop/Rock,Pop/Rock,0
MT0003536193,MT0003536193,Q1,R&B,R&B,3
MT0003539442,MT0003539442,Q2,"International,Pop/Rock",Pop/Rock,0
MT0003542756,MT0003542756,Q3,"Jazz,Vocal",Jazz,2
MT0003587042,MT0003587042,Q2,Pop/Rock,Pop/Rock,0
MT0003597979,MT0003597979,Q4,Blues,Blues,7
MT0003603497,MT0003603497,Q4,"Country,Holiday",Country,1
MT0003603772,MT0003603772,Q1,R&B,R&B,3
A029,L079,Q3,"Album Rock,Adult Contemporary,Pop/Rock,Soft Rock,Contemporary Pop/Rock",Pop/Rock,0
MT0003617309,MT0003617309,Q1,Pop/Rock,Pop/Rock,0
MT0003630870,MT0003630870,Q2,Rap,Rap,4
MT0003649209,MT0003649209,Q1,"Electronic,Pop/Rock,Stage & Screen",Pop/Rock,0
MT0003659365,MT0003659365,Q2,Pop/Rock,Pop/Rock,0
MT0003669917,MT0003669917,Q1,Religious,Religious,9
A120-168,L010-168,Q4,"International,New Age,Pop/Rock",Pop/Rock,0
MT0003728288,MT0003728288,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0003729518,MT0003729518,Q1,"Electronic,Latin,Pop/Rock,R&B",Pop/Rock,0
MT0003732702,MT0003732702,Q4,"Jazz,Pop/Rock,Stage & Screen",Pop/Rock,0
A071-70,L121-70,Q3,"Adult Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Pop/Rock,Pop/Rock,Alternative Pop/Rock",Pop/Rock,0
MT0003740052,MT0003740052,Q4,Religious,Religious,9
MT0003759483,MT0003759483,Q4,Pop/Rock,Pop/Rock,0
MT0003762220,MT0003762220,Q4,R&B,R&B,3
MT0003762339,MT0003762339,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0003768949,MT0003768949,Q1,R&B,R&B,3
MT0003770678,MT0003770678,Q4,"Country,Religious",Country,1
MT0003774577,MT0003774577,Q2,Rap,Rap,4
MT0003782002,MT0003782002,Q2,"International,Pop/Rock",Pop/Rock,0
MT0003788939,MT0003788939,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0003791678,MT0003791678,Q1,"Contemporary Pop/Rock,Art Rock,Album Rock,Pop/Rock,Prog-Rock",Pop/Rock,0
MT0003792475,MT0003792475,Q3,Pop/Rock,Pop/Rock,0
MT0003795778,MT0003795778,Q1,Pop/Rock,Pop/Rock,0
MT0003837569,MT0003837569,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0003859252,MT0003859252,Q2,Pop/Rock,Pop/Rock,0
MT0003861331,MT0003861331,Q4,"R&B,Rap",R&B,3
MT0003868349,MT0003868349,Q4,"Blues,Pop/Rock",Pop/Rock,0
MT0003868390,MT0003868390,Q4,"Blues,Pop/Rock,R&B",Pop/Rock,0
MT0003878494,MT0003878494,Q3,"Country,Folk,International",Country,1
MT0003880691,MT0003880691,Q2,"International,Pop/Rock",Pop/Rock,0
MT0003903675,MT0003903675,Q1,Pop/Rock,Pop/Rock,0
MT0003906833,MT0003906833,Q1,Pop/Rock,Pop/Rock,0
MT0003909053,MT0003909053,Q3,Country,Country,1
MT0003922883,MT0003922883,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0003935299,MT0003935299,Q4,"Jazz,Vocal",Jazz,2
MT0003965796,MT0003965796,Q1,"Latin,Pop/Rock",Pop/Rock,0
MT0003968586,MT0003968586,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0003970870,MT0003970870,Q3,"Blues,Jazz,Vocal",Jazz,2
MT0004012938,MT0004012938,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004033010,MT0004033010,Q1,R&B,R&B,3
MT0004068560,MT0004068560,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004072079,MT0004072079,Q2,Pop/Rock,Pop/Rock,0
MT0004085907,MT0004085907,Q2,Rap,Rap,4
MT0004087145,MT0004087145,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004091857,MT0004091857,Q1,"Electronic,R&B",Electronic,5
MT0004098601,MT0004098601,Q4,"Folk,International,Pop/Rock",Pop/Rock,0
MT0004113262,MT0004113262,Q1,"Electronic,Latin,Pop/Rock,R&B",Pop/Rock,0
MT0004117319,MT0004117319,Q3,"Pop/Rock,R&B",Pop/Rock,0
A038,L088,Q3,"Post-Punk,Alternative/Indie Rock,Pop/Rock",Pop/Rock,0
MT0004131260,MT0004131260,Q3,Pop/Rock,Pop/Rock,0
MT0004137658,MT0004137658,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0004141823,MT0004141823,Q1,"Electronic,Latin,Pop/Rock",Pop/Rock,0
MT0004156130,MT0004156130,Q4,Pop/Rock,Pop/Rock,0
MT0004180568,MT0004180568,Q4,"Latin,Pop/Rock,Vocal",Pop/Rock,0
MT0004184616,MT0004184616,Q3,"Jazz,Vocal",Jazz,2
MT0004194402,MT0004194402,Q3,"Blues,R&B",R&B,3
MT0004197514,MT0004197514,Q2,Rap,Rap,4
MT0004212108,MT0004212108,Q3,R&B,R&B,3
MT0004219321,MT0004219321,Q4,Country,Country,1
MT0004232099,MT0004232099,Q3,"Jazz,Vocal",Jazz,2
MT0004240748,MT0004240748,Q2,Pop/Rock,Pop/Rock,0
MT0004254228,MT0004254228,Q2,Pop/Rock,Pop/Rock,0
MT0004256890,MT0004256890,Q4,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0004262978,MT0004262978,Q4,"Stage & Screen,Vocal",Vocal,6
MT0004263301,MT0004263301,Q3,Country,Country,1
MT0004290389,MT0004290389,Q3,Pop/Rock,Pop/Rock,0
MT0004293364,MT0004293364,Q2,Rap,Rap,4
MT0004306521,MT0004306521,Q4,Country,Country,1
MT0004317784,MT0004317784,Q3,Pop/Rock,Pop/Rock,0
MT0004338270,MT0004338270,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0004352104,MT0004352104,Q3,R&B,R&B,3
MT0004352726,MT0004352726,Q4,"Country,Religious",Country,1
MT0004362501,MT0004362501,Q4,Reggae,Reggae,8
MT0004395306,MT0004395306,Q4,"Jazz,Vocal",Jazz,2
MT0004397754,MT0004397754,Q3,Rap,Rap,4
MT0004400843,MT0004400843,Q3,Pop/Rock,Pop/Rock,0
MT0004414074,MT0004414074,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004422924,MT0004422924,Q1,Pop/Rock,Pop/Rock,0
MT0004440606,MT0004440606,Q3,"Folk,Pop/Rock",Pop/Rock,0
MT0004447086,MT0004447086,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004459450,MT0004459450,Q2,Pop/Rock,Pop/Rock,0
MT0004469135,MT0004469135,Q1,R&B,R&B,3
MT0004476235,MT0004476235,Q3,"Folk,International,Pop/Rock",Pop/Rock,0
MT0004485367,MT0004485367,Q3,Pop/Rock,Pop/Rock,0
MT0004500770,MT0004500770,Q3,Vocal,Vocal,6
MT0004506984,MT0004506984,Q1,"Adult Contemporary,R&B,Contemporary Pop/Rock,Disco,Pop/Rock",Pop/Rock,0
MT0004511265,MT0004511265,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004512063,MT0004512063,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004514306,MT0004514306,Q3,"Electronic,Pop/Rock",Pop/Rock,0
MT0004540242,MT0004540242,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0004542745,MT0004542745,Q4,"Jazz,Vocal",Jazz,2
MT0004548391,MT0004548391,Q3,Rap,Rap,4
MT0004550434,MT0004550434,Q2,Pop/Rock,Pop/Rock,0
MT0004550458,MT0004550458,Q4,Folk,Folk,12
MT0004551480,MT0004551480,Q1,Blues,Blues,7
MT0004558461,MT0004558461,Q2,Pop/Rock,Pop/Rock,0
MT0004588191,MT0004588191,Q1,Pop/Rock,Pop/Rock,0
MT0004625127,MT0004625127,Q3,Pop/Rock,Pop/Rock,0
MT0004674397,MT0004674397,Q2,"Rap,Stage & Screen",Rap,4
MT0004692456,MT0004692456,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0004711079,MT0004711079,Q1,"Jazz,Vocal",Jazz,2
MT0004725201,MT0004725201,Q4,"Jazz,Vocal",Jazz,2
MT0004739956,MT0004739956,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0004754115,MT0004754115,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0004758223,MT0004758223,Q4,"Stage & Screen,Vocal",Vocal,6
MT0004759588,MT0004759588,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0004776609,MT0004776609,Q4,Vocal,Vocal,6
MT0004781165,MT0004781165,Q3,Blues,Blues,7
MT0004798790,MT0004798790,Q3,Rap,Rap,4
A130-162,L020-162,Q3,"Alternative/Indie Rock,Sadcore,Dream Pop,Alternative Pop/Rock,Pop/Rock",Pop/Rock,0
MT0004811602,MT0004811602,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004840819,MT0004840819,Q3,Country,Country,1
MT0004850406,MT0004850406,Q4,Country,Country,1
MT0004866559,MT0004866559,Q2,Rap,Rap,4
MT0004869271,MT0004869271,Q3,"Jazz,Pop/Rock",Pop/Rock,0
MT0004872217,MT0004872217,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0004883551,MT0004883551,Q1,"Electronic,Rap",Electronic,5
MT0004890000,MT0004890000,Q1,R&B,R&B,3
MT0004896738,MT0004896738,Q1,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0004925844,MT0004925844,Q4,"Holiday,Pop/Rock",Pop/Rock,0
MT0004943985,MT0004943985,Q1,"Contemporary Pop/Rock,Early Pop/Rock,Pop/Rock,Rock & Roll",Pop/Rock,0
MT0004962647,MT0004962647,Q4,"Holiday,Pop/Rock",Pop/Rock,0
MT0004963809,MT0004963809,Q4,Pop/Rock,Pop/Rock,0
MT0004970058,MT0004970058,Q4,Pop/Rock,Pop/Rock,0
A115-84,L005-84,Q1,"Show Tunes,Stage & Screen,Cast Recordings,Traditional Pop,Vocal,Vocal Pop",Vocal,6
MT0005001966,MT0005001966,Q3,"Jazz,New Age,Pop/Rock",Pop/Rock,0
MT0005023904,MT0005023904,Q3,"Electronic,Pop/Rock",Pop/Rock,0
MT0005026798,MT0005026798,Q2,"International,Pop/Rock",Pop/Rock,0
MT0005039941,MT0005039941,Q2,Rap,Rap,4
MT0005072543,MT0005072543,Q1,"Jazz,Vocal",Jazz,2
MT0005083885,MT0005083885,Q3,Country,Country,1
MT0005094727,MT0005094727,Q3,"Blues,R&B",R&B,3
MT0005113916,MT0005113916,Q4,"Blues,Jazz",Jazz,2
MT0005115042,MT0005115042,Q3,"Blues,R&B",R&B,3
MT0005155949,MT0005155949,Q3,Jazz,Jazz,2
MT0005158273,MT0005158273,Q4,Reggae,Reggae,8
MT0005189820,MT0005189820,Q3,Pop/Rock,Pop/Rock,0
MT0005198745,MT0005198745,Q4,Pop/Rock,Pop/Rock,0
MT0005202791,MT0005202791,Q2,"International,Pop/Rock",Pop/Rock,0
MT0005223794,MT0005223794,Q2,Pop/Rock,Pop/Rock,0
MT0005241287,MT0005241287,Q2,Pop/Rock,Pop/Rock,0
MT0005241699,MT0005241699,Q1,Pop/Rock,Pop/Rock,0
MT0005243931,MT0005243931,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0005253065,MT0005253065,Q3,R&B,R&B,3
MT0005262725,MT0005262725,Q3,"Pop/Rock,Stage & Screen",Pop/Rock,0
MT0005285696,MT0005285696,Q4,"Children's,Pop/Rock",Pop/Rock,0
MT0005286165,MT0005286165,Q2,Pop/Rock,Pop/Rock,0
MT0005287506,MT0005287506,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0005294278,MT0005294278,Q3,"Blues,Jazz,Vocal",Jazz,2
MT0005319891,MT0005319891,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0005331755,MT0005331755,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0005344437,MT0005344437,Q4,"Easy Listening,R&B",R&B,3
MT0005387539,MT0005387539,Q2,"International,Pop/Rock",Pop/Rock,0
MT0005404247,MT0005404247,Q3,"Country,Folk",Country,1
MT0005409948,MT0005409948,Q2,"Rap,Stage & Screen",Rap,4
MT0005411969,MT0005411969,Q2,Pop/Rock,Pop/Rock,0
MT0005417719,MT0005417719,Q2,Rap,Rap,4
MT0005422349,MT0005422349,Q4,"Jazz,Vocal",Jazz,2
MT0005426130,MT0005426130,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0005486154,MT0005486154,Q3,"Jazz,Pop/Rock",Pop/Rock,0
MT0005497233,MT0005497233,Q2,Rap,Rap,4
MT0005540023,MT0005540023,Q2,Pop/Rock,Pop/Rock,0
MT0005540907,MT0005540907,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0005550288,MT0005550288,Q2,Pop/Rock,Pop/Rock,0
MT0005567133,MT0005567133,Q2,Pop/Rock,Pop/Rock,0
MT0005568749,MT0005568749,Q3,Pop/Rock,Pop/Rock,0
MT0005575348,MT0005575348,Q3,"Blues,R&B",R&B,3
MT0005592810,MT0005592810,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0005593407,MT0005593407,Q3,"Blues,R&B",R&B,3
MT0005621435,MT0005621435,Q3,Jazz,Jazz,2
MT0005625323,MT0005625323,Q1,Pop/Rock,Pop/Rock,0
MT0005625762,MT0005625762,Q1,Rap,Rap,4
MT0005630273,MT0005630273,Q3,Pop/Rock,Pop/Rock,0
MT0005638160,MT0005638160,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0005652563,MT0005652563,Q2,Pop/Rock,Pop/Rock,0
MT0005655655,MT0005655655,Q3,"Blues,R&B",R&B,3
MT0005656534,MT0005656534,Q4,"Holiday,Vocal",Vocal,6
MT0005660001,MT0005660001,Q1,Electronic,Electronic,5
MT0005666606,MT0005666606,Q1,Pop/Rock,Pop/Rock,0
MT0005675358,MT0005675358,Q2,"International,Pop/Rock",Pop/Rock,0
MT0005695311,MT0005695311,Q4,Pop/Rock,Pop/Rock,0
MT0005707044,MT0005707044,Q4,Religious,Religious,9
MT0005713768,MT0005713768,Q1,"Blues,Pop/Rock",Pop/Rock,0
MT0005715715,MT0005715715,Q1,Pop/Rock,Pop/Rock,0
A052,L102,Q2,"Heavy Metal,Pop/Rock",Pop/Rock,0
MT0005723257,MT0005723257,Q3,"Blues,R&B",R&B,3
MT0005727783,MT0005727783,Q3,"Jazz,Vocal",Jazz,2
MT0005740567,MT0005740567,Q3,Reggae,Reggae,8
A140-166,L030-166,Q2,Pop/Rock,Pop/Rock,0
MT0005752234,MT0005752234,Q1,Country,Country,1
MT0005763004,MT0005763004,Q1,Rap,Rap,4
MT0005774267,MT0005774267,Q2,Pop/Rock,Pop/Rock,0
MT0005775235,MT0005775235,Q4,"Country,Holiday",Country,1
MT0005802574,MT0005802574,Q1,Pop/Rock,Pop/Rock,0
MT0005822671,MT0005822671,Q2,Pop/Rock,Pop/Rock,0
MT0005826176,MT0005826176,Q2,"Electronic,Techno,Club/Dance,Rave",Electronic,5
MT0005827376,MT0005827376,Q4,R&B,R&B,3
MT0005830128,MT0005830128,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0005850999,MT0005850999,Q4,Reggae,Reggae,8
MT0005884980,MT0005884980,Q4,"Classical,Easy Listening,Holiday,Vocal",Vocal,6
MT0005916227,MT0005916227,Q3,Blues,Blues,7
MT0005944471,MT0005944471,Q1,"Latin,Pop/Rock",Pop/Rock,0
MT0005959692,MT0005959692,Q4,"International,Pop/Rock",Pop/Rock,0
MT0005963165,MT0005963165,Q3,"Electronic,Pop/Rock",Pop/Rock,0
MT0006001707,MT0006001707,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0006007936,MT0006007936,Q2,"Rap,Political Rap,East Coast Rap,Golden Age,Hardcore Rap",Rap,4
MT0006022752,MT0006022752,Q3,Blues,Blues,7
MT0006036535,MT0006036535,Q3,Jazz,Jazz,2
MT0006037085,MT0006037085,Q4,"Country,Holiday",Country,1
MT0006039798,MT0006039798,Q3,Country,Country,1
MT0006044445,MT0006044445,Q4,"Country,Religious",Country,1
A067-104,L117-104,Q4,"Contemporary Celtic,Celtic,International,Celtic New Age",International,10
MT0006067841,MT0006067841,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006078896,MT0006078896,Q2,Pop/Rock,Pop/Rock,0
MT0006114773,MT0006114773,Q1,Pop/Rock,Pop/Rock,0
MT0006115121,MT0006115121,Q4,Country,Country,1
MT0006129774,MT0006129774,Q4,"Jazz,Vocal",Jazz,2
MT0006137300,MT0006137300,Q4,Religious,Religious,9
MT0006137372,MT0006137372,Q3,Pop/Rock,Pop/Rock,0
MT0006159067,MT0006159067,Q3,Blues,Blues,7
MT0006164654,MT0006164654,Q4,"Folk,Pop/Rock",Pop/Rock,0
MT0006169551,MT0006169551,Q4,Folk,Folk,12
MT0006188933,MT0006188933,Q1,"Folk,Pop/Rock",Pop/Rock,0
MT0006256204,MT0006256204,Q2,Pop/Rock,Pop/Rock,0
MT0006324704,MT0006324704,Q4,"International,Pop/Rock",Pop/Rock,0
MT0006348382,MT0006348382,Q4,Country,Country,1
MT0006357085,MT0006357085,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0006357849,MT0006357849,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0006365604,MT0006365604,Q2,Rap,Rap,4
MT0006367176,MT0006367176,Q1,"Latin,Pop/Rock",Pop/Rock,0
MT0006391732,MT0006391732,Q2,Pop/Rock,Pop/Rock,0
MT0006397809,MT0006397809,Q3,Reggae,Reggae,8
MT0006400514,MT0006400514,Q3,"Folk,Pop/Rock",Pop/Rock,0
MT0006406298,MT0006406298,Q1,Pop/Rock,Pop/Rock,0
MT0006410285,MT0006410285,Q3,Reggae,Reggae,8
MT0006417602,MT0006417602,Q3,Country,Country,1
MT0006421356,MT0006421356,Q3,Country,Country,1
MT0006431184,MT0006431184,Q1,Folk,Folk,12
MT0006434833,MT0006434833,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006475078,MT0006475078,Q4,Vocal,Vocal,6
MT0006484633,MT0006484633,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006487635,MT0006487635,Q2,"International,Pop/Rock",Pop/Rock,0
MT0006492385,MT0006492385,Q3,"Blues,Jazz,Vocal",Jazz,2
MT0006497092,MT0006497092,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0006510599,MT0006510599,Q2,Pop/Rock,Pop/Rock,0
MT0006514225,MT0006514225,Q1,Pop/Rock,Pop/Rock,0
MT0006522591,MT0006522591,Q3,Pop/Rock,Pop/Rock,0
MT0006528309,MT0006528309,Q1,"Electronic,R&B",Electronic,5
MT0006540794,MT0006540794,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0006552038,MT0006552038,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006553309,MT0006553309,Q1,Country,Country,1
MT0006553914,MT0006553914,Q2,Electronic,Electronic,5
MT0006559667,MT0006559667,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006573563,MT0006573563,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0006633147,MT0006633147,Q1,Latin,Latin,14
MT0006635536,MT0006635536,Q3,"Folk,Pop/Rock",Pop/Rock,0
MT0006640142,MT0006640142,Q2,Reggae,Reggae,8
MT0006641042,MT0006641042,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006654122,MT0006654122,Q3,Pop/Rock,Pop/Rock,0
MT0006683265,MT0006683265,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0006695707,MT0006695707,Q2,Pop/Rock,Pop/Rock,0
MT0006708402,MT0006708402,Q3,Pop/Rock,Pop/Rock,0
MT0006713730,MT0006713730,Q3,"Folk,Pop/Rock",Pop/Rock,0
MT0006723128,MT0006723128,Q2,Pop/Rock,Pop/Rock,0
MT0006737689,MT0006737689,Q2,Pop/Rock,Pop/Rock,0
MT0006746691,MT0006746691,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006747288,MT0006747288,Q1,Folk,Folk,12
MT0006751087,MT0006751087,Q2,Pop/Rock,Pop/Rock,0
MT0006761058,MT0006761058,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0006770955,MT0006770955,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0006771406,MT0006771406,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0006773580,MT0006773580,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006778622,MT0006778622,Q2,Electronic,Electronic,5
MT0006784451,MT0006784451,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006790347,MT0006790347,Q2,"International,Pop/Rock",Pop/Rock,0
MT0006798861,MT0006798861,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006813360,MT0006813360,Q3,Pop/Rock,Pop/Rock,0
MT0006832360,MT0006832360,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0006833696,MT0006833696,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0006843007,MT0006843007,Q1,Pop/Rock,Pop/Rock,0
MT0006846075,MT0006846075,Q4,"Jazz,Vocal",Jazz,2
MT0006876450,MT0006876450,Q3,Pop/Rock,Pop/Rock,0
